transcript_id	gene_id	gene_name	transcript_name	biotype	mapped_reads	explained_reads	mean_best_identity	mean_best_query_cov
ENST00000646618.2	ENSG00000285023.2	CHORDC1	CHORDC1-219	protein_coding	1	0	1.0	0.3569364161849711
ENST00000378278.7	ENSG00000152457.19	DCLRE1C	DCLRE1C-209	protein_coding	1	0	0.9592592592592593	0.3562913907284768
ENST00000416614.7	ENSG00000087269.16	NOP14	NOP14-203	protein_coding	1	0	1.0	0.3547297297297297
ENST00000401931.2	ENSG00000169429.13	CXCL8	CXCL8-202	protein_coding	1	0	0.8640776699029126	0.3541666666666667
ENST00000265087.9	ENSG00000113739.11	STC2	STC2-201	protein_coding	1	0	0.7906976744186046	0.35390946502057613
ENST00000303538.13	ENSG00000121892.15	PDS5A	PDS5A-201	protein_coding	1	0	1.0	0.3538681948424069
ENST00000645025.1	ENSG00000075624.17	ACTB	ACTB-214	retained_intron	1	0	0.9396551724137931	0.35365853658536583
ENST00000677694.1	ENSG00000139168.9	ZCRB1	ZCRB1-207	protein_coding	1	0	0.8305555555555556	0.35363457760314343
ENST00000474582.1	ENSG00000142937.12	RPS8	RPS8-205	protein_coding_CDS_not_defined	1	0	0.890625	0.35359116022099446
ENST00000429422.5	ENSG00000047849.22	MAP4	MAP4-208	protein_coding	1	0	0.9451219512195121	0.35344827586206895
ENST00000698385.1	ENSG00000134900.13	TPP2	TPP2-221	retained_intron	1	0	1.0	0.3533487297921478
ENST00000533540.5	ENSG00000109971.14	HSPA8	HSPA8-221	protein_coding	1	0	1.0	0.3522267206477733
ENST00000356309.8	ENSG00000146918.20	NCAPG2	NCAPG2-201	protein_coding	1	0	1.0	0.35202492211838005
ENST00000323274.15	ENSG00000176890.16	TYMS	TYMS-203	protein_coding	1	0	0.96	0.3516483516483517
ENST00000604215.1	ENSG00000271011.1	ENSG00000271011	ENST00000604215	lncRNA	1	0	0.9333333333333333	0.35039370078740156
ENST00000478585.6	ENSG00000087460.29	GNAS	GNAS-234	protein_coding	1	0	0.8237704918032787	0.34992679355783307
ENST00000260408.8	ENSG00000137845.15	ADAM10	ADAM10-201	protein_coding	1	0	1.0	0.3490788852149268
ENST00000397054.7	ENSG00000117385.16	P3H1	P3H1-204	protein_coding	1	0	1.0	0.3485915492957746
ENST00000527733.7	ENSG00000170242.19	USP47	USP47-207	protein_coding	1	0	0.9473684210526315	0.3480916030534351
ENST00000550053.5	ENSG00000136051.15	WASHC4	WASHC4-208	nonsense_mediated_decay	1	0	1.0	0.34807256235827666
ENST00000710947.1	ENSG00000251562.13	MALAT1	MALAT1-262	lncRNA	1	0	0.9250814332247557	0.3470319634703196
ENST00000560638.1	ENSG00000092439.16	TRPM7	TRPM7-204	protein_coding	1	0	0.5934579439252337	0.34683954619124796
ENST00000325844.9	ENSG00000181991.16	MRPS11	MRPS11-201	protein_coding	1	0	0.7657657657657657	0.3461939520333681
ENST00000848973.1	ENSG00000238113.8	LINC01410	LINC01410-219	lncRNA	1	0	0.6363636363636364	0.3460764587525151
ENST00000454349.7	ENSG00000100354.22	TNRC6B	TNRC6B-205	protein_coding	1	0	1.0	0.34594594594594597
ENST00000619601.1	ENSG00000111640.15	GAPDH	GAPDH-211	protein_coding	1	0	1.0	0.345679012345679
ENST00000683822.1	ENSG00000163946.14	TASOR	TASOR-211	protein_coding	1	0	1.0	0.3452914798206278
ENST00000589561.5	ENSG00000129353.15	SLC44A2	SLC44A2-210	retained_intron	1	0	0.8527918781725888	0.34507042253521125
ENST00000540210.5	ENSG00000060339.14	CCAR1	CCAR1-212	nonsense_mediated_decay	1	0	0.9742268041237113	0.34458259325044405
ENST00000750877.1	ENSG00000297773.1	ENSG00000297773	ENST00000750877	lncRNA	1	0	1.0	0.3443298969072165
ENST00000265990.12	ENSG00000095564.15	BTAF1	BTAF1-201	protein_coding	1	0	0.8740458015267175	0.34420772303595204
ENST00000547539.1	ENSG00000204856.12	FAM216A	FAM216A-204	retained_intron	1	0	0.9054054054054054	0.34418604651162793
ENST00000442122.5	ENSG00000115425.14	PECR	PECR-202	nonsense_mediated_decay	1	0	1.0	0.343980343980344
ENST00000814556.1	ENSG00000305973.1	ENSG00000305973	ENST00000814556	lncRNA	1	0	0.30824372759856633	0.3436724565756824
ENST00000322244.10	ENSG00000033178.13	UBA6	UBA6-201	protein_coding	1	0	1.0	0.34328358208955223
ENST00000686993.1	ENSG00000165671.22	NSD1	NSD1-219	protein_coding	1	0	1.0	0.34323922734026746
ENST00000311487.9	ENSG00000137309.21	HMGA1	HMGA1-201	protein_coding	1	0	0.9621212121212122	0.34285714285714286
ENST00000735741.1	ENSG00000290832.2	ENSG00000290832	ENST00000735741	lncRNA	1	0	0.6209677419354839	0.3425414364640884
ENST00000805191.1	ENSG00000270820.9	USP34-DT	USP34-DT-246	lncRNA	1	0	0.975	0.3424657534246575
ENST00000562846.2	ENSG00000259804.2	CTCF-DT	CTCF-DT-201	lncRNA	1	0	1.0	0.3423913043478261
ENST00000446190.5	ENSG00000291171.2	ENSG00000291171	ENST00000446190	lncRNA	1	0	1.0	0.34210526315789475
ENST00000321358.12	ENSG00000065978.19	YBX1	YBX1-201	protein_coding	1	0	0.9735449735449735	0.3418181818181818
ENST00000464322.5	ENSG00000117724.15	CENPF	CENPF-202	protein_coding_CDS_not_defined	1	0	0.9362745098039216	0.3417085427135678
ENST00000309334.5	ENSG00000150347.17	ARID5B	ARID5B-202	protein_coding	1	0	0.968	0.34156378600823045
ENST00000710869.1	ENSG00000251562.13	MALAT1	MALAT1-235	lncRNA	1	0	0.8988095238095238	0.34151329243353784
ENST00000522343.1	ENSG00000198363.18	ASPH	ASPH-222	protein_coding_CDS_not_defined	1	0	1.0	0.3411949685534591
ENST00000327238.14	ENSG00000155229.21	MMS19	MMS19-201	protein_coding	1	0	1.0	0.3398268398268398
ENST00000529307.1	ENSG00000135387.21	CAPRIN1	CAPRIN1-207	protein_coding	1	0	1.0	0.3389121338912134
ENST00000382151.6	ENSG00000241878.12	PISD	PISD-202	protein_coding	1	0	0.9646017699115044	0.3383233532934132
ENST00000477976.5	ENSG00000188976.11	NOC2L	NOC2L-203	retained_intron	1	0	0.9338235294117647	0.3383084577114428
ENST00000646464.2	ENSG00000103197.20	TSC2	TSC2-260	nonsense_mediated_decay	1	0	0.4629080118694362	0.3373253493013972
ENST00000783456.1	ENSG00000223751.3	ENSG00000223751	ENST00000783456	lncRNA	1	0	0.7554347826086957	0.336996336996337
ENST00000366862.10	ENSG00000143756.12	FBXO28	FBXO28-201	protein_coding	1	0	0.9704641350210971	0.33666191155492153
ENST00000482419.1	ENSG00000108021.22	TASOR2	TASOR2-208	protein_coding	1	0	1.0	0.3365695792880259
ENST00000308275.8	ENSG00000167196.14	FBXO22	FBXO22-201	protein_coding	1	0	1.0	0.33646616541353386
ENST00000522727.5	ENSG00000156675.16	RAB11FIP1	RAB11FIP1-203	protein_coding	1	0	1.0	0.33624454148471616
ENST00000568799.1	ENSG00000103365.16	GGA2	GGA2-212	retained_intron	1	0	1.0	0.3359375
ENST00000467667.5	ENSG00000114126.18	TFDP2	TFDP2-204	protein_coding	1	0	1.0	0.335559265442404
ENST00000514063.2	ENSG00000084093.19	REST	REST-202	protein_coding	1	0	0.9655172413793104	0.33532934131736525
ENST00000336148.10	ENSG00000197275.14	RAD54B	RAD54B-202	protein_coding	1	0	0.6357615894039735	0.33509234828496043
ENST00000541916.5	ENSG00000102531.16	FNDC3A	FNDC3A-206	protein_coding	1	0	1.0	0.33402922755741127
ENST00000586760.2	ENSG00000179218.15	CALR	CALR-202	protein_coding	1	0	1.0	0.33399602385685884
ENST00000561244.1	ENSG00000128908.19	INO80	INO80-208	protein_coding_CDS_not_defined	1	0	1.0	0.3333333333333333
ENST00000714226.1	ENSG00000146433.12	TMEM181	TMEM181-219	protein_coding	1	0	1.0	0.3333333333333333
ENST00000642744.2	ENSG00000133657.17	ATP13A3	ATP13A3-206	protein_coding	1	0	0.7950819672131147	0.3324175824175824
ENST00000678416.1	ENSG00000196531.14	NACA	NACA-225	protein_coding	1	0	0.9656862745098039	0.33170731707317075
ENST00000670053.3	ENSG00000235385.4	LINC02154	LINC02154-203	lncRNA	1	0	1.0	0.33152173913043476
ENST00000547703.5	ENSG00000092841.19	MYL6	MYL6-208	retained_intron	1	0	0.972972972972973	0.33134328358208953
ENST00000372728.4	ENSG00000133169.6	BEX1	BEX1-201	protein_coding	1	0	0.9638009049773756	0.3313343328335832
ENST00000539061.6	ENSG00000168014.18	C2CD3	C2CD3-212	protein_coding	1	0	0.3696581196581197	0.3313106796116505
ENST00000360565.8	ENSG00000126461.15	SCAF1	SCAF1-201	protein_coding	1	0	1.0	0.3311367380560132
ENST00000378536.5	ENSG00000157933.11	SKI	SKI-201	protein_coding	1	0	1.0	0.3300813008130081
ENST00000470782.5	ENSG00000141027.23	NCOR1	NCOR1-213	retained_intron	1	0	0.9215686274509803	0.329004329004329
ENST00000790206.1	ENSG00000198496.13	NBR2	NBR2-216	lncRNA	1	0	1.0	0.3286118980169972
ENST00000537345.5	ENSG00000163399.16	ATP1A1	ATP1A1-211	protein_coding	1	0	0.8068181818181818	0.3281853281853282
ENST00000436427.1	ENSG00000065978.19	YBX1	YBX1-203	protein_coding	1	0	1.0	0.328042328042328
ENST00000826472.1	ENSG00000307470.1	ENSG00000307470	ENST00000826472	lncRNA	1	0	1.0	0.32790224032586557
ENST00000497324.1	ENSG00000175899.15	A2M	A2M-208	protein_coding_CDS_not_defined	1	0	0.9206349206349206	0.32727272727272727
ENST00000492401.2	ENSG00000117262.19	GPR89A	GPR89A-207	retained_intron	1	0	1.0	0.3257328990228013
ENST00000515814.1	ENSG00000184206.13	GOLGA6L4	GOLGA6L4-204	retained_intron	1	0	1.0	0.3256880733944954
ENST00000471232.5	ENSG00000115760.16	BIRC6	BIRC6-209	retained_intron	1	0	0.9107142857142857	0.3255131964809384
ENST00000560784.5	ENSG00000187446.12	CHP1	CHP1-207	nonsense_mediated_decay	1	0	1.0	0.32525951557093424
ENST00000451932.6	ENSG00000233348.10	BAG6	BAG6-386	protein_coding	1	0	0.8407643312101911	0.325
ENST00000709349.1	ENSG00000291958.1	GCSH	GCSH-211	protein_coding	1	0	1.0	0.3248259860788863
ENST00000362042.8	ENSG00000082641.16	NFE2L1	NFE2L1-203	protein_coding	1	0	0.8175182481751825	0.3246445497630332
ENST00000389103.4	ENSG00000009335.19	UBE3C	UBE3C-202	protein_coding	1	0	0.978441127694859	0.32452830188679244
ENST00000340513.4	ENSG00000088325.16	TPX2	TPX2-202	protein_coding	1	0	1.0	0.3242009132420091
ENST00000411466.7	ENSG00000080603.17	SRCAP	SRCAP-202	protein_coding	1	0	1.0	0.32407407407407407
ENST00000297933.11	ENSG00000165219.23	GAPVD1	GAPVD1-201	protein_coding	1	0	0.8260869565217391	0.32280701754385965
ENST00000339399.5	ENSG00000136938.9	ANP32B	ANP32B-201	protein_coding	1	0	0.9622641509433962	0.3227848101265823
ENST00000474916.1	ENSG00000008128.23	CDK11A	CDK11A-214	retained_intron	1	0	0.456	0.32266666666666666
ENST00000532572.1	ENSG00000150687.12	PRSS23	PRSS23-207	retained_intron	1	0	0.2925170068027211	0.3223684210526316
ENST00000374114.8	ENSG00000244462.8	RBM12	RBM12-203	protein_coding	1	0	0.9873417721518988	0.32179226069246436
ENST00000312405.10	ENSG00000130559.19	CAMSAP1	CAMSAP1-201	protein_coding	1	0	1.0	0.3211009174311927
ENST00000850908.1	ENSG00000156508.20	EEF1A1	EEF1A1-225	protein_coding	1	0	0.8364779874213837	0.3206751054852321
ENST00000413456.6	ENSG00000143977.14	SNRPG	SNRPG-202	protein_coding	1	0	0.9186046511627907	0.3204968944099379
ENST00000452891.5	ENSG00000115694.15	STK25	STK25-219	protein_coding_CDS_not_defined	1	0	1.0	0.31990521327014215
ENST00000394689.2	ENSG00000166164.17	BRD7	BRD7-202	protein_coding	1	0	1.0	0.3195329087048832
ENST00000458210.7	ENSG00000250067.12	YJEFN3	YJEFN3-202	nonsense_mediated_decay	1	0	0.6141078838174274	0.31920529801324504
ENST00000388901.10	ENSG00000166200.15	COPS2	COPS2-202	protein_coding	1	0	1.0	0.31901840490797545
ENST00000336278.9	ENSG00000168807.17	SNTB2	SNTB2-201	protein_coding	1	0	1.0	0.3190045248868778
ENST00000404251.1	ENSG00000009954.11	BAZ1B	BAZ1B-202	protein_coding	1	0	0.8863636363636364	0.3188405797101449
ENST00000399339.6	ENSG00000099290.17	WASHC2A	WASHC2A-204	protein_coding	1	0	1.0	0.3183279742765273
ENST00000485872.5	ENSG00000206268.11	NELFE	NELFE-225	retained_intron	1	0	1.0	0.3177570093457944
ENST00000266604.7	ENSG00000139233.7	LLPH	LLPH-201	protein_coding	1	0	0.8524590163934426	0.3177083333333333
ENST00000671567.1	ENSG00000135679.27	MDM2	MDM2-236	nonsense_mediated_decay	1	0	1.0	0.31742243436754175
ENST00000225388.9	ENSG00000108256.9	NUFIP2	NUFIP2-201	protein_coding	1	0	1.0	0.3173431734317343
ENST00000691482.1	ENSG00000171100.16	MTM1	MTM1-219	retained_intron	1	0	0.3375796178343949	0.317016317016317
ENST00000576112.2	ENSG00000167721.11	TSR1	TSR1-204	protein_coding	1	0	1.0	0.31620553359683795
ENST00000646160.1	ENSG00000223573.7	TINCR	TINCR-204	protein_coding	1	0	0.3706896551724138	0.31607629427792916
ENST00000396594.8	ENSG00000159921.20	GNE	GNE-201	protein_coding	1	0	0.9185185185185185	0.3160377358490566
ENST00000657190.1	ENSG00000271086.8	NAMA	NAMA-213	lncRNA	1	0	0.6761363636363636	0.31597845601436264
ENST00000502613.3	ENSG00000138756.19	BMP2K	BMP2K-202	protein_coding	1	0	1.0	0.3157894736842105
ENST00000508032.5	ENSG00000109606.13	DHX15	DHX15-204	protein_coding_CDS_not_defined	1	0	1.0	0.31313131313131315
ENST00000669010.2	ENSG00000286837.2	ENSG00000286837	ENST00000669010	lncRNA	1	0	0.4251497005988024	0.31309297912713474
ENST00000374446.7	ENSG00000196793.14	ZNF239	ZNF239-202	protein_coding	1	0	1.0	0.31283422459893045
ENST00000842866.1	ENSG00000290576.2	ENSG00000290576	ENST00000842866	lncRNA	1	0	0.9512987012987013	0.31262729124236255
ENST00000681679.1	ENSG00000168214.22	RBPJ	RBPJ-246	nonsense_mediated_decay	1	0	1.0	0.312625250501002
ENST00000512286.1	ENSG00000091490.11	SEL1L3	SEL1L3-208	retained_intron	1	0	0.9617021276595744	0.31125827814569534
ENST00000649763.1	ENSG00000011198.10	ABHD5	ABHD5-216	nonsense_mediated_decay	1	0	1.0	0.3111111111111111
ENST00000761912.1	ENSG00000288887.3	ENSG00000288887	ENST00000761912	lncRNA	1	0	0.20967741935483872	0.3107769423558897
ENST00000719924.1	ENSG00000293919.1	ENSG00000293919	ENST00000719924	lncRNA	1	0	1.0	0.3105022831050228
ENST00000612093.1	ENSG00000290947.1	ENSG00000290947	ENST00000612093	lncRNA	1	0	0.7373737373737373	0.3096774193548387
ENST00000544868.3	ENSG00000251562.13	MALAT1	MALAT1-203	lncRNA	1	0	0.9805825242718447	0.30884557721139433
ENST00000596046.1	ENSG00000083845.9	RPS5	RPS5-202	protein_coding	1	0	1.0	0.30859375
ENST00000546815.6	ENSG00000075856.12	SART3	SART3-206	protein_coding	1	0	1.0	0.3081896551724138
ENST00000683397.1	ENSG00000055609.21	KMT2C	KMT2C-247	nonsense_mediated_decay	1	0	1.0	0.3074712643678161
ENST00000304271.11	ENSG00000171067.11	C11orf24	C11orf24-201	protein_coding	1	0	1.0	0.30736842105263157
ENST00000849637.1	ENSG00000310416.1	ENSG00000310416	ENST00000849637	lncRNA	1	0	0.2422680412371134	0.3068362480127186
ENST00000373731.7	ENSG00000112078.14	KCTD20	KCTD20-202	protein_coding	1	0	0.9456521739130435	0.30666666666666664
ENST00000598725.5	ENSG00000196235.14	SUPT5H	SUPT5H-213	protein_coding	1	0	1.0	0.3064516129032258
ENST00000632134.1	ENSG00000290513.1	HERC2P9	HERC2P9-204	lncRNA	1	0	1.0	0.30612244897959184
ENST00000415503.5	ENSG00000236540.7	ENSG00000236540	ENST00000415503	lncRNA	1	0	0.9797297297297297	0.30578512396694213
ENST00000627585.2	ENSG00000064419.14	TNPO3	TNPO3-205	protein_coding	1	0	0.916030534351145	0.30465116279069765
ENST00000738088.1	ENSG00000163597.18	SNHG16	SNHG16-238	lncRNA	1	0	0.9543726235741445	0.30465116279069765
ENST00000343524.9	ENSG00000101844.18	ATG4A	ATG4A-201	nonsense_mediated_decay	1	0	0.9243697478991597	0.30434782608695654
ENST00000244227.8	ENSG00000124380.11	SNRNP27	SNRNP27-201	protein_coding	1	0	0.9583333333333334	0.3036649214659686
ENST00000836309.1	ENSG00000247199.7	FBXO38-DT	FBXO38-DT-221	lncRNA	1	0	0.6550218340611353	0.3029100529100529
ENST00000430756.3	ENSG00000235244.7	DANT2	DANT2-201	lncRNA	1	0	0.8208955223880597	0.30248306997742663
ENST00000254719.10	ENSG00000132383.12	RPA1	RPA1-201	protein_coding	1	0	1.0	0.3024390243902439
ENST00000636556.1	ENSG00000243989.9	ACY1	ACY1-216	nonsense_mediated_decay	1	0	0.8391608391608392	0.3023255813953488
ENST00000305409.3	ENSG00000171951.5	SCG2	SCG2-201	protein_coding	1	0	1.0	0.3016759776536313
ENST00000533223.1	ENSG00000110274.16	CEP164	CEP164-209	retained_intron	1	0	1.0	0.30122591943957966
ENST00000629427.2	ENSG00000146414.17	SHPRH	SHPRH-210	protein_coding	1	0	0.8699186991869918	0.29975429975429974
ENST00000240316.5	ENSG00000121058.5	COIL	COIL-201	protein_coding	1	0	1.0	0.2994011976047904
ENST00000678437.1	ENSG00000147140.17	NONO	NONO-233	protein_coding	1	0	1.0	0.2990936555891239
ENST00000630231.1	ENSG00000273761.5	DDX24	DDX24-218	retained_intron	1	0	0.9342105263157895	0.299009900990099
ENST00000819766.1	ENSG00000306616.1	ENSG00000306616	ENST00000819766	lncRNA	1	0	0.23222748815165878	0.2988668555240793
ENST00000491720.5	ENSG00000138434.17	ITPRID2	ITPRID2-213	retained_intron	1	0	1.0	0.2988505747126437
ENST00000474127.1	ENSG00000185842.16	DNAH14	DNAH14-214	retained_intron	1	0	1.0	0.298811544991511
ENST00000430989.1	ENSG00000163541.12	SUCLG1	SUCLG1-202	protein_coding_CDS_not_defined	1	0	1.0	0.29708222811671087
ENST00000296582.8	ENSG00000164168.8	TMEM184C	TMEM184C-201	protein_coding	1	0	0.900990099009901	0.296969696969697
ENST00000706939.1	ENSG00000137076.22	TLN1	TLN1-209	protein_coding	1	0	1.0	0.2968127490039841
ENST00000336916.8	ENSG00000115414.21	FN1	FN1-202	protein_coding	1	0	0.8774193548387097	0.29636711281070743
ENST00000399022.9	ENSG00000141425.18	RPRD1A	RPRD1A-202	protein_coding	1	0	1.0	0.2951219512195122
ENST00000438704.6	ENSG00000164104.12	HMGB2	HMGB2-202	protein_coding	1	0	1.0	0.2944915254237288
ENST00000412830.8	ENSG00000136045.12	PWP1	PWP1-201	protein_coding	1	0	1.0	0.29411764705882354
ENST00000491632.5	ENSG00000054267.22	ARID4B	ARID4B-212	retained_intron	1	0	0.9484536082474226	0.29393939393939394
ENST00000608816.1	ENSG00000273212.1	ENSG00000273212	ENST00000608816	lncRNA	1	0	1.0	0.29292929292929293
ENST00000718451.1	ENSG00000123636.20	BAZ2B	BAZ2B-218	protein_coding	1	0	1.0	0.29245283018867924
ENST00000505658.6	ENSG00000108848.16	LUC7L3	LUC7L3-208	protein_coding	1	0	1.0	0.2923728813559322
ENST00000573945.5	ENSG00000108924.14	HLF	HLF-208	protein_coding	1	0	1.0	0.2916666666666667
ENST00000261947.4	ENSG00000113269.14	RNF130	RNF130-201	protein_coding	1	0	1.0	0.2913165266106443
ENST00000632012.1	ENSG00000281950.1	SPDYE16	SPDYE16-204	protein_coding	1	0	0.9261213720316622	0.29042145593869734
ENST00000530833.7	ENSG00000250903.12	GMDS-DT	GMDS-DT-207	lncRNA	1	0	0.8805970149253731	0.29010989010989013
ENST00000258886.13	ENSG00000136381.13	IREB2	IREB2-201	protein_coding	1	0	0.8898305084745762	0.2885085574572127
ENST00000725181.1	ENSG00000290418.2	TPTEP1	TPTEP1-224	lncRNA	1	0	1.0	0.2878787878787879
ENST00000741445.1	ENSG00000296732.1	ENSG00000296732	ENST00000741445	lncRNA	1	0	1.0	0.2861635220125786
ENST00000335503.3	ENSG00000146731.11	CCT6A	CCT6A-202	protein_coding	1	0	1.0	0.28607594936708863
ENST00000718271.1	ENSG00000197409.9	H3C4	H3C4-202	protein_coding	1	0	0.8541666666666666	0.2857142857142857
ENST00000359492.6	ENSG00000118137.10	APOA1	APOA1-202	protein_coding	1	0	0.7283950617283951	0.28421052631578947
ENST00000428762.6	ENSG00000189056.15	RELN	RELN-203	protein_coding	1	0	0.8782608695652174	0.2822085889570552
ENST00000692484.1	ENSG00000167004.14	PDIA3	PDIA3-232	nonsense_mediated_decay	1	0	1.0	0.28061224489795916
ENST00000417868.1	ENSG00000223599.1	ENSG00000223599	ENST00000417868	processed_pseudogene	1	0	0.9016393442622951	0.28045977011494255
ENST00000511833.3	ENSG00000182903.16	ZNF721	ZNF721-205	protein_coding	1	0	0.9504504504504504	0.2803030303030303
ENST00000700070.1	ENSG00000151779.14	NBAS	NBAS-217	nonsense_mediated_decay	1	0	0.985	0.2802249297094658
ENST00000532540.5	ENSG00000069702.11	TGFBR3	TGFBR3-209	nonsense_mediated_decay	1	0	0.9647058823529412	0.28002654280026545
ENST00000746765.1	ENSG00000297280.1	ENSG00000297280	ENST00000746765	lncRNA	1	0	0.34074074074074073	0.2795031055900621
ENST00000504701.5	ENSG00000158985.14	CDC42SE2	CDC42SE2-207	protein_coding_CDS_not_defined	1	0	1.0	0.2787794729542302
ENST00000307720.4	ENSG00000171497.5	PPID	PPID-201	protein_coding	1	0	1.0	0.27790973871733965
ENST00000643968.1	ENSG00000101266.19	CSNK2A1	CSNK2A1-221	nonsense_mediated_decay	1	0	1.0	0.2777777777777778
ENST00000586817.5	ENSG00000099817.12	POLR2E	POLR2E-205	retained_intron	1	0	1.0	0.2772727272727273
ENST00000594019.5	ENSG00000130749.10	ZC3H4	ZC3H4-202	protein_coding_CDS_not_defined	1	0	1.0	0.2772020725388601
ENST00000263441.11	ENSG00000116675.16	DNAJC6	DNAJC6-201	protein_coding	1	0	1.0	0.2768361581920904
ENST00000541144.1	ENSG00000168876.9	ANKRD49	ANKRD49-207	protein_coding	1	0	1.0	0.2757201646090535
ENST00000370874.2	ENSG00000123728.10	RAP2C	RAP2C-202	protein_coding	1	0	1.0	0.27520435967302453
ENST00000647532.1	ENSG00000149970.16	CNKSR2	CNKSR2-240	retained_intron	1	0	0.2	0.27393225331369664
ENST00000330374.7	ENSG00000160131.14	VMA21	VMA21-201	protein_coding	1	0	1.0	0.2722063037249284
ENST00000396307.6	ENSG00000069974.17	RAB27A	RAB27A-202	protein_coding	1	0	0.9242424242424242	0.2716049382716049
ENST00000557643.1	ENSG00000100852.14	ARHGAP5	ARHGAP5-210	nonsense_mediated_decay	1	0	1.0	0.2714285714285714
ENST00000586231.1	ENSG00000188825.17	LINC00910	LINC00910-202	lncRNA	1	0	0.49458483754512633	0.27085377821393525
ENST00000618852.5	ENSG00000158195.11	WASF2	WASF2-202	protein_coding	1	0	1.0	0.27074235807860264
ENST00000302759.11	ENSG00000169679.15	BUB1	BUB1-201	protein_coding	1	0	0.9705014749262537	0.2701838529176659
ENST00000710859.1	ENSG00000251562.13	MALAT1	MALAT1-225	lncRNA	1	0	1.0	0.2693333333333333
ENST00000623414.1	ENSG00000279569.1	ENSG00000279569	ENST00000623414	TEC	1	0	0.9802955665024631	0.26816380449141347
ENST00000395422.4	ENSG00000106153.14	CHCHD2	CHCHD2-201	protein_coding	1	0	0.8979591836734694	0.2677595628415301
ENST00000394799.6	ENSG00000163938.17	GNL3	GNL3-201	protein_coding	1	0	1.0	0.267741935483871
ENST00000836400.1	ENSG00000267383.10	ENSG00000267383	ENST00000836400	lncRNA	1	0	0.26666666666666666	0.26748057713651496
ENST00000706764.1	ENSG00000117724.15	CENPF	CENPF-206	retained_intron	1	0	1.0	0.2665198237885463
ENST00000454224.1	ENSG00000236790.8	LINC00299	LINC00299-208	lncRNA	1	0	1.0	0.26644736842105265
ENST00000381989.4	ENSG00000102699.6	PARP4	PARP4-201	protein_coding	1	0	1.0	0.26628895184135976
ENST00000216281.13	ENSG00000080824.19	HSP90AA1	HSP90AA1-201	protein_coding	1	0	1.0	0.26515151515151514
ENST00000433566.8	ENSG00000130227.17	XPO7	XPO7-202	protein_coding	1	0	1.0	0.26506024096385544
ENST00000625094.1	ENSG00000279035.1	ENSG00000279035	ENST00000625094	TEC	1	0	0.26380368098159507	0.26490066225165565
ENST00000655242.1	ENSG00000287320.1	ENSG00000287320	ENST00000655242	lncRNA	1	0	0.27741935483870966	0.2645051194539249
ENST00000417736.2	ENSG00000176014.13	TUBB6	TUBB6-202	retained_intron	1	0	0.9761092150170648	0.2644927536231884
ENST00000370801.8	ENSG00000036549.13	ZZZ3	ZZZ3-202	protein_coding	1	0	1.0	0.263768115942029
ENST00000347343.6	ENSG00000087586.18	AURKA	AURKA-202	protein_coding	1	0	1.0	0.26339285714285715
ENST00000452707.1	ENSG00000090273.14	NUDC	NUDC-203	protein_coding	1	0	1.0	0.2631578947368421
ENST00000471635.5	ENSG00000131051.24	RBM39	RBM39-228	retained_intron	1	0	1.0	0.2630744849445325
ENST00000409443.6	ENSG00000198586.14	TLK1	TLK1-203	nonsense_mediated_decay	1	0	1.0	0.26252983293556087
ENST00000432079.5	ENSG00000116747.13	RO60	RO60-208	protein_coding	1	0	1.0	0.2619647355163728
ENST00000252622.15	ENSG00000130332.15	LSM7	LSM7-201	protein_coding	1	0	0.8248175182481752	0.2606924643584521
ENST00000513066.3	ENSG00000113407.14	TARS1	TARS1-213	nonsense_mediated_decay	1	0	1.0	0.26011560693641617
ENST00000768971.1	ENSG00000291082.2	HERC2P9	HERC2P9-238	lncRNA	1	0	1.0	0.25882352941176473
ENST00000791676.1	ENSG00000290857.2	CHEK2P2	CHEK2P2-219	lncRNA	1	0	0.6929133858267716	0.258130081300813
ENST00000427805.6	ENSG00000241343.10	RPL36A	RPL36A-203	protein_coding	1	0	0.9835164835164835	0.25783475783475784
ENST00000370094.7	ENSG00000198408.14	OGA	OGA-203	protein_coding	1	0	0.92	0.2569444444444444
ENST00000440987.5	ENSG00000232045.7	EHMT2	EHMT2-249	protein_coding	1	0	1.0	0.2553191489361702
ENST00000686756.1	ENSG00000258366.12	RTEL1	RTEL1-217	retained_intron	1	0	0.8203125	0.25502008032128515
ENST00000663053.1	ENSG00000224924.10	LINC00320	LINC00320-242	lncRNA	1	0	0.5454545454545454	0.2540415704387991
ENST00000678697.1	ENSG00000122566.23	HNRNPA2B1	HNRNPA2B1-237	nonsense_mediated_decay	1	0	0.9325842696629213	0.2535612535612536
ENST00000567998.5	ENSG00000293550.1	ENSG00000293550	ENST00000567998	retained_intron	1	0	0.5818181818181818	0.25190839694656486
ENST00000521865.6	ENSG00000070756.17	PABPC1	PABPC1-218	protein_coding	1	0	0.9232323232323232	0.25114854517611024
ENST00000416167.7	ENSG00000167244.22	IGF2	IGF2-205	protein_coding	1	0	0.9360902255639098	0.24975798644724104
ENST00000397786.7	ENSG00000108510.10	MED13	MED13-201	protein_coding	1	0	1.0	0.24867724867724866
ENST00000501056.2	ENSG00000244921.2	MTCYBP18	MTCYBP18-201	processed_pseudogene	1	0	0.7741935483870968	0.24866310160427807
ENST00000685344.1	ENSG00000100350.16	FOXRED2	FOXRED2-208	retained_intron	1	0	1.0	0.24719101123595505
